System_Affiliation,Facility_Name,Current Year Market Share,Current Year Commercial Market Share,Hosp Lat,Hosp Long,Quality-Complications_Deaths,Likelihood to Recommend,Overall Hospital Linear Mean Score,Quality-Hosp Acq Infections,Quality-Readmissions,Total 2017-22 Pop Growth,2017 Household Income,CY Discharges,Estimated NR,Estimated CM,Estimated EBITDA,Current Liabilities,Current Assets,Total Liabilities,Fund Balance,EBITDAR
No Known Affiliation,Tops Surgical Specialty Hospital-Texas,3.91E-03,7.71E-03,30.008943,-95.443495,No Different than the National Rate,89,94,Not Available,No Different than the National Rate,0.1120110768,97856.54378,775,20426892,13686970,10312334,5678829,8189476,19862200,12348002,11409287
No Known Affiliation,Torrance Memorial Medical Center-California,0.2592981666,0.3304338045,33.808754,-118.348298,No Different than the National Rate,85,92,No Different than National Benchmark,No Different than the National Rate,6.08E-03,106028.0636,28068,350221471,223167857,109082953,215547004,233187965,584343258,554446351,53173961
No Known Affiliation,Totally Kids Rehabilitation Hospital-California,7.77E-04,2.69E-04,34.049538,-117.251489,,,,,,4.27E-02,62067.17588,111,1036208,530718,-35362,,,,,
LCMC Health,Touro Infirmary-Louisiana,0.2109740884,0.2275949635,29.924533,-90.101703,No Different than the National Rate,72,89,No Different than National Benchmark,No Different than the National Rate,-1.91E-02,66061.74111,14115,135909656,76285408,20025962,130893277,174715443,204334537,85015192,57162510
Martin Health System,Tradition Medical Center-Florida,0.2320282293,0.2806959947,27.290041,-80.49818,,,,,,0.2031083211,61199.6125,8830,74570913,45253287,14954469,,,,,
Great Plains Health Alliance Inc.,Trego County-Lemke Memorial Hospital-Kansas,0.6543574594,0.297029703,38.924906,-99.881769,No Different than the National Rate,92,Not Available,Not Available,No Different than the National Rate,-1.74E-02,57086.65377,725,4599901,2752441,480386,1501851,2899567,1605144,6453147,257456
No Known Affiliation,Tri-City Medical Center-California,0.3661056637,0.1677054928,33.201545,-117.289307,No Different than the National Rate,62,85,No Different than National Benchmark,No Different than the National Rate,1.19E-02,87943.67314,17405,174279240,93523170,20869287,122880292,77490400,132047918,94995041,18018648
South Carolina Department of Health,Tri-County Commission On Alcohol & Drug Abuse-South Carolina,6.16E-04,6.54E-04,33.570944,-80.894404,,,,,,7.45E-02,69084.29495,117,417868,242970,-37783,,,,,
HCA,Trident Medical Center-South Carolina,0.4873371098,0.409171249,32.931181,-80.03278,No Different than the National Rate,62,86,No Different than National Benchmark,No Different than the National Rate,0.1009253969,66617.46845,26546,284615089,162825678,53357029,25256980,91059664,82782586,143868164,100931545
Community Health Systems,Trinity Hospital Of Augusta-Georgia,7.39E-02,5.16E-02,33.476977,-82.012914,No Different than the National Rate,69,89,No Different than National Benchmark,No Different than the National Rate,5.97E-02,71399.29472,3998,36497895,21467380,7568682,58767945,16655622,64676584,-11072437,5627818
No Known Affiliation,Trinity Hospital-California,0.2713004484,0.1297709924,40.743065,-122.953704,No Different than the National Rate,Not Available,Not Available,Not Available,No Different than the National Rate,5.24E-02,55017.76366,375,2184399,1190768,561,2706343,4169249,3638770,4865043,4276019
CHRISTUS Health,Trinity Mother Frances Rehab Hospital-Texas,1.06E-02,1.19E-02,32.323556,-95.299116,,,,,,4.04E-02,64403.32411,1852,26842291,16883452,5156743,,,,,
HCA,Tristar Ashland City Medical Center-Tennessee,3.80E-03,1.17E-03,36.281963,-87.075436,Not Available,84,Not Available,Not Available,No Different than the National Rate,6.81E-02,65666.8234,204,1331920,732161,33257,536219,1080104,12715456,-9586121,1102459
HCA,Tristar Centennial Medical Center-Tennessee,0.1202390604,0.1310083234,36.149517,-86.789287,No Different than the National Rate,80,91,No Different than National Benchmark,No Different than the National Rate,6.82E-02,77193.89616,35354,527257796,311109994,141893905,-114468893,110321421,-94246385,468088182,165480825
HCA,Tristar Hendersonville Medical Center-Tennessee,0.2294867318,0.2196702832,36.340743,-86.607217,No Different than the National Rate,72,88,No Different than National Benchmark,No Different than the National Rate,8.16E-02,78910.22713,7234,71160303,43263122,16400264,-55838840,18734310,-55453800,115835095,29470642
HCA,Tristar Horizon Medical Center-Tennessee,0.3934998164,0.228021978,36.076768,-87.4423,No Different than the National Rate,71,89,Not Available,No Different than the National Rate,4.59E-02,59050.76822,5929,47134470,26639414,4501517,5618526,12669762,82783680,-7633763,4130682
HCA,Tristar Skyline Madison Campus-Tennessee,1.66E-02,1.55E-02,36.231193,-86.777162,No Different than the National Rate,67,87,No Different than National Benchmark,No Different than the National Rate,7.07E-02,71623.31835,4045,20015049,12443272,-962969,15965801,45959087,-64227838,183682517,52533369
HCA,Tristar Skyline Medical Center-Tennessee,9.66E-02,5.64E-02,36.231193,-86.777162,No Different than the National Rate,67,87,No Different than National Benchmark,No Different than the National Rate,6.33E-02,65445.84023,12615,185663067,107519908,38738947,15965801,45959087,-64227838,183682517,52533369
HCA,Tristar Southern Hills Medical Center-Tennessee,7.80E-02,4.46E-02,36.066756,-86.723711,No Different than the National Rate,73,90,No Different than National Benchmark,No Different than the National Rate,8.51E-02,83243.91456,4958,67098543,38547015,15091615,5682727,18485405,39605883,22859308,14207903
HCA,Tristar Stonecrest Medical Center-Tennessee,0.1945378151,0.1618193466,35.959643,-86.531554,No Different than the National Rate,69,88,No Different than National Benchmark,No Different than the National Rate,0.1056303023,70087.5886,6557,66360704,39820832,15869712,-5180632,20284160,-4566662,70761487,39330619
HCA,Tristar Summit Medical Center-Tennessee,0.2899900953,0.2566223627,36.142709,-86.582192,No Different than the National Rate,71,88,No Different than National Benchmark,No Different than the National Rate,8.58E-02,73955.47615,12682,137740251,82930041,32059104,10816056,34457538,-344291330,436562315,76798965
LifePoint,Trousdale Medical Center-Tennessee,0.1138461538,6.15E-02,36.416061,-86.146149,No Different than the National Rate,84,Not Available,Not Available,No Different than the National Rate,1.53E-02,57402.61422,201,1241597,736208,129290,521418,1046277,-418482,2903850,413334
Truman Medical Centers,Truman Medical Center Hospital Hill - Kansas City Mo-Missouri,0.174535723,6.14E-02,39.084118,-94.584779,No Different than the National Rate,56,83,No Different than National Benchmark,No Different than the National Rate,-1.45E-02,51764.82147,14792,112978964,56514945,-1214773,54906777,41197110,96991094,62466927,65706393
Truman Medical Centers,Truman Medical Center Lakewood - Kansas City Mo-Missouri,6.05E-02,3.77E-02,38.966816,-94.408914,No Different than the National Rate,70,88,Not Available,No Different than the National Rate,3.17E-02,67735.24472,6244,34578527,18061371,-161987,45945340,18673737,87879298,-15422622,9215178
Trustpoint Hospital,Trustpoint Hospital-Tennessee,1.20E-02,1.60E-02,35.928049,-86.43952,No Different than the National Rate,Not Available,Not Available,Not Available,No Different than the National Rate,7.30E-02,71929.52863,3367,26649043,17508722,3498729,-,-,-,-,-20729304
No Known Affiliation,Trustpoint Hospital-Texas,6.54E-03,4.21E-03,33.695904,-101.897833,,,,,,2.61E-02,65129.62263,1268,16690580,10220192,2543804,,,,,
No Known Affiliation,Trustpoint Rehabilitation Hospital Of Lubbock-Texas,7.17E-03,4.43E-03,33.695904,-101.897833,,,,,,2.95E-02,65455.94873,1188,18660019,11722256,3700809,,,,,
Appalachian Regional Healthcare,Tug Valley Arh Regional Medical Center-Kentucky,0.458621512,0.2569721116,37.660192,-82.28888,No Different than the National Rate,71,91,Not Available,No Different than the National Rate,-1.56E-02,45963.04757,2610,15939335,8130659,-788585,-677203,1499681,-465449,12244785,1350485
HCA,Tulane University Hospital And Clinics-Louisiana,9.88E-02,7.95E-02,29.957734,-90.076582,No Different than the National Rate,72,89,No Different than National Benchmark,No Different than the National Rate,-1.06E-02,68987.53616,15329,172695036,89713752,20710882,28019465,90331068,82632401,72878349,-5372532
No Known Affiliation,Tulare Regional Medical Center-California,0.3719498025,0.222826087,36.177824,-119.367831,No Different than the National Rate,51,79,Not Available,No Different than the National Rate,6.39E-02,60075.19342,4558,28888954,15344897,511387,28278776,41154605,130662233,74616474,21737391
Ardent Health Systems,Tulsa Spine & Specialty Hospital-Oklahoma,6.14E-03,1.05E-02,36.049346,-96.014322,No Different than the National Rate,92,96,Not Available,No Different than the National Rate,3.08E-02,67923.97012,1313,40691703,24552507,17381425,5701618,11782248,5984569,9830146,4427088
No Known Affiliation,Tuomey Regional Medical Center-South Carolina,0.671471865,0.6032289628,33.874328,-80.353988,No Different than the National Rate,62,89,No Different than National Benchmark,No Different than the National Rate,3.01E-02,52135.32888,11312,99401920,55344461,9990157,104664044,41378406,133033479,3018423,-1778075
Tenet,Twin Cities Community Hospital-California,0.4850339231,0.3781684383,35.536439,-120.724139,No Different than the National Rate,63,87,No Different than National Benchmark,No Different than the National Rate,6.46E-02,91167.30523,4996,41181754,23818980,6876909,8057265,34341107,8133384,106315100,31870490
HCA,Twin Cities Hospital-Florida,0.102957988,7.08E-02,30.512798,-86.398315,No Different than the National Rate,81,92,Not Available,No Different than the National Rate,8.24E-02,71487.72462,1979,21588419,11850262,4076124,3292615,6611917,-48722681,72065558,12440466
LifePoint,Twin County Regional Hospital-Virginia,0.6479839863,0.5842696629,36.640124,-80.933728,No Different than the National Rate,55,87,Not Available,No Different than the National Rate,8.49E-03,48601.27931,3070,23524905,14169425,3637470,4130883,12758468,19508620,20602114,5130960
No Known Affiliation,Twin Lakes Regional Medical Center-Kentucky,0.3843628155,0.2910372608,37.484601,-86.314336,No Different than the National Rate,67,89,Not Available,No Different than the National Rate,1.30E-02,50045.14015,2573,18263749,10150556,1389063,5717006,56495588,17792576,81728065,10000461
Community Health Systems,Twin Rivers Regional Medical Center - Kennett Mo-Missouri,0.1431044776,5.50E-02,36.22608,-90.043196,No Different than the National Rate,65,88,Not Available,No Different than the National Rate,-3.79E-03,49073.71806,3229,14490425,7089514,-2527270,13766778,9817285,13965636,14308572,10057202
No Known Affiliation,Two Rivers Behavioral Health System - Kansas City Mo-Missouri,9.60E-03,5.82E-03,39.014009,-94.458401,,,,,,4.42E-02,71480.44562,2354,9847334,5806946,-1616565,,,,,
CHRISTUS Health,Tyler Continue Care Hospital-Mother Frances-Texas,4.93E-03,2.30E-03,32.323556,-95.299116,,,,,,3.42E-02,62746.39612,468,10675889,6472336,2504912,,,,,
Tyler County HD,Tyler County Hospital-Texas,0.1831591887,0.168161435,30.774649,-94.384094,No Different than the National Rate,70,Not Available,Not Available,No Different than the National Rate,-5.42E-03,53830.71078,403,3179990,2000208,704296,1406876,6475726,1990045,8034900,742857
University of California-Systemwide Administration,U.C. Davis Medical Center-California,8.23E-02,9.17E-02,38.550896,-121.456303,No Different than the National Rate,77,89,No Different than National Benchmark,No Different than the National Rate,6.28E-02,82282.18276,31534,500603773,280163019,105850750,351615000,734782000,1765031000,332469000,104830829
University of California-Systemwide Administration,Uc Irvine Medical Center-California,5.54E-02,3.63E-02,33.78772,-117.876374,No Different than the National Rate,80,90,No Different than National Benchmark,No Different than the National Rate,1.78E-02,106175.1493,21983,320106727,183846027,68494344,247062980,488100521,812088687,-156406166,132057542
University of California-Systemwide Administration,Uc San Diego Medical Center-California,9.25E-02,5.87E-02,32.747334,-117.166855,No Different than the National Rate,75,89,No Different than National Benchmark,No Different than the National Rate,2.31E-02,95146.40605,29739,443568696,244093558,84316716,382372641,727801327,1577356558,729110173,285431517
UF Health,Uf Health Jacksonville-Florida,0.2103821126,9.50E-02,30.360897,-81.696604,No Different than the National Rate,63,87,No Different than National Benchmark,No Different than the National Rate,5.03E-02,60574.82434,29077,304201415,160772879,27793674,101685000,252474000,383957000,191356000,28986383
UF Health,Uf Health Shands Hospital-Florida,0.1644534991,0.2056816133,29.639781,-82.346933,No Different than the National Rate,78,89,No Different than National Benchmark,No Different than the National Rate,8.96E-02,59839.31675,45468,730964549,411370204,164176617,187056717,235233184,192210548,726198590,152960221
UF Health,Uf Health Shands Psychiatric Hospital-Florida,2.00E-02,3.71E-02,29.684202,-82.44386,No Different than the National Rate,78,89,No Different than National Benchmark,No Different than the National Rate,9.07E-02,62918.16291,3633,19252949,13010885,1388664,187056717,235233184,192210548,726198590,152960221
UF Health,Uf Health Shands Rehab Hospital-Florida,6.97E-03,6.31E-03,29.684202,-82.44386,No Different than the National Rate,78,89,No Different than National Benchmark,No Different than the National Rate,7.98E-02,63640.91155,1049,15586680,9404378,2256132,187056717,235233184,192210548,726198590,152960221
UK Healthcare,Uk Healthcare Good Samaritan Hospital-Kentucky,5.48E-02,3.28E-02,38.051933,-84.501233,No Different than the National Rate,75,89,No Different than National Benchmark,No Different than the National Rate,0.05042557387,64712.07042,8119,76090634,40961454,7771441,190494000,515953000,688354000,1097765000,172148857
Adventist Health System,Ukiah Valley Medical Center-California,0.5447553592,0.5094339623,39.147046,-123.241459,No Different than the National Rate,60,85,No Different than National Benchmark,No Different than the National Rate,1.57E-02,62105.36521,4462,31775018,17178141,1848104,17851891,86337443,58930143,79568933,21586715
No Known Affiliation,Union General Hospital Inc.-Georgia,0.1753771552,0,34.855811,-83.974585,No Different than the National Rate,84,93,Not Available,No Different than the National Rate,8.82E-02,54977.74216,913,6672087,3530744,160624,3389389,13962947,3844286,77720740,12818210
No Known Affiliation,Union General Hospital-Louisiana,0.1447931526,0.1308411215,32.766591,-92.348442,No Different than the National Rate,82,Not Available,Not Available,No Different than the National Rate,1.43E-02,57624.63298,330,3348697,2122542,686779,1571246,6950583,1620128,9861252,-170904
No Known Affiliation,United Memorial Medical Center-Texas,9.74E-03,1.21E-02,29.85329,-95.439079,No Different than the National Rate,63,Not Available,Not Available,No Different than the National Rate,1.02E-02,58354.49737,998,9980358,6035435,2086370,17133354,2568571,17133354,-14533200,-1250880
No Known Affiliation,United Regional Health Care System-Texas,0.1267477869,0.2889482565,33.903633,-98.481871,No Different than the National Rate,75,90,No Different than National Benchmark,No Different than the National Rate,1.27E-02,61133.33998,16704,204382287,129105006,58838966,38060720,112260019,122820720,515385382,55742222
